signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,transcript_clean,hidden_file
S08745_L0216_E018,afterwards we could look round at leisure,afterwards we can look round at leisure,85.7142857143,7,6,"Afterwards, we could look round at leisure.","Afterwards, we could look round at leisure.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08745_L0216_E018.pt
S08750_L0217_E018,we would like you to keep it,do this,0.0,7,0,You would like to keep it.,We would like you to keep it.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08750_L0217_E018.pt
S08751_L0218_E018,the agency however has promised that he'll be in touch,however will be in tact,30.0,10,3,"The agency however, has promised that it will be in touch next week.","The agency, however, has promised that he'll be in touch.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08751_L0218_E018.pt
S08752_L0227_E018,and will you be happy to go,prepare to go,28.5714285714,7,2,And we'll be happy to go.,And will you be happy to go?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08752_L0227_E018.pt
S08759_L0243_E018,they never seem to be having a great time,removed ,0.0,9,0,They never seem to become that great timing.,They never seem to be having a great time.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08759_L0243_E018.pt
S08766_L0240_E018,it is not made by the local authority,it is not named by the local authority,87.5,8,7,It is not made by the Lothian authority.,It is not made by the local authority.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08766_L0240_E018.pt
S08767_L0224_E018,how come you know he's not in anyway,,0.0,8,0,How come you know he's not here anyway?,How come you know he's not in anyway?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08767_L0224_E018.pt
S08771_L0239_E018,i shall never visit her or write to her,i should never forgive her or write to her,77.7777777778,9,7,I shall never visit her or write to her.,I shall never visit her or write to her.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08771_L0239_E018.pt
S08780_L0224_E018,just tell me what i need to know,just tell me what i need to know,100.0,8,8,Just tell me what I need to know.,Just tell me what I need to know.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08780_L0224_E018.pt
S08781_L0240_E018,his smile was wry and full of understanding,his smile was wry with little understanding ,62.5,8,5,His smile was bright and full of understanding.,His smile was wry and full of understanding.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08781_L0240_E018.pt
S08782_L0215_E018,then everything was forgotten except the moment,then everything was forgotten except for,71.4285714286,7,5,Then everything was forgotten except the moment.,Then everything was forgotten except the moment.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08782_L0215_E018.pt
S08785_L0209_E018,apart from one plump couple they were all men,apart from one they were all men,77.7777777778,9,7,"Apart from one slumped couple, there were four men.","Apart from one plump couple, they were all men.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08785_L0209_E018.pt
S08790_L0222_E018,what do you know about the rest of the castle,what do you know about the rest of the party,90.0,10,9,What do you know about the rest of the person?,What do you know about the rest of the castle?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08790_L0222_E018.pt
S08791_L0222_E018,you were watching me all the time,they're watching me all the time,71.4285714286,7,5,You were watching me all the time.,You were watching me all the time.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08791_L0222_E018.pt
S08793_L0206_E018,and it would matter to james too,and it would matter to james too,100.0,7,7,And it would matter to James too.,And it would matter to James too.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08793_L0206_E018.pt
S08794_L0243_E018,that is what society is all about isn't it,that is what society is all about isn't it ,100.0,9,9,"That is what society is all about, isn't it?","That is what society is all about, isn't it?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08794_L0243_E018.pt
S08795_L0222_E018,he was here to get a feel for the place,it's years to get a feel for the place,70.0,10,7,He was here to get a feel for the place.,He was here to get a feel for the place.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08795_L0222_E018.pt
S08798_L0218_E018,be so kind as to answer me,supply answer,14.2857142857,7,1,Be so kind as to also give me a hug.,Be so kind as to answer me.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08798_L0218_E018.pt
S08807_L0209_E018,the focus of the japanese launch was the consumer market,the japanese market pursue the market,40.0,10,4,The focus of the Japanese launch was the consumer market.,The focus of the Japanese launch was the consumer market.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08807_L0209_E018.pt
S08809_L0209_E018,he saw the humorous side even of the slump,he saw the humorous side even as,66.6666666667,9,6,"He saw the humor aside, even of the slump.","He saw the humorous side, even of the slump.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08809_L0209_E018.pt
S08815_L0239_E018,if i tell you to eat you will eat,if i tell you to eat you will eat,100.0,9,9,"If I tell you to eat, you will eat.","If I tell you to eat, you will eat.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08815_L0239_E018.pt
S08816_L0200_E018,and what do you know he bit out thickly,and what do you know,55.5555555556,9,5,And what do you know if it outfits you?,And what do you know? He bit out thickly.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08816_L0200_E018.pt
S08816_L0240_E018,and what do you know he bit out thickly,and what do you know keep it up ,55.5555555556,9,5,And what do you know if it's outfitting?,And what do you know? He bit out thickly.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08816_L0240_E018.pt
S08836_L0212_E018,i'm sorry but can we get one thing straight,i'm sorry but can we get one thing straight,100.0,9,9,"I'm sorry, but can we get one thing straight?",I'm sorry but can we get one thing straight?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08836_L0212_E018.pt
S08836_L0221_E018,i'm sorry but can we get one thing straight,i'm sorry but can we get one thing straight,100.0,9,9,"I'm sorry, but can we get one thing straight?",I'm sorry but can we get one thing straight?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08836_L0221_E018.pt
S08843_L0200_E018,but it's only just gone four o'clock,,0.0,7,0,But it's only just gone for more than a week.,But it's only just gone four o'clock.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08843_L0200_E018.pt
S08853_L0217_E018,that i think is a healthy enough attitude,that i think is a healthy enough attitude,100.0,8,8,"That, I think, is a healthy enough attitude.","That, I think, is a healthy enough attitude.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08853_L0217_E018.pt
S08854_L0209_E018,it was out of the blackness that the sea came,it is out of the blackness we see,60.0,10,6,It was out of the black disc the scene came.,It was out of the blackness that the sea came.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08854_L0209_E018.pt
S08862_L0206_E018,he was very good with them as the phrase went,he was very good to us,40.0,10,4,He was very good with them as the same son.,He was very good with them as the phrase went.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08862_L0206_E018.pt
S08862_L0212_E018,he was very good with them as the phrase went,,0.0,10,0,"He was very good with them, as the science said.",He was very good with them as the phrase went.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08862_L0212_E018.pt
S08867_L0219_E018,ray can then reply down the phone,,0.0,7,0,"Break and then reply down the phone. Okay, copy that.",Ray can then reply down the phone.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08867_L0219_E018.pt
S08867_L0225_E018,ray can then reply down the phone,he replied down the phone,42.8571428571,7,3,"Break and then reply down the phone. Okay, copy that.",Ray can then reply down the phone.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08867_L0225_E018.pt
S08869_L0224_E018,but he would not be following or watching her,but he was not controlling or watching her ,66.6666666667,9,6,But he would not be following or watching her.,But he would not be following or watching her.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08869_L0224_E018.pt
S08875_L0229_E018,somehow it was hard to imagine him in the gym,imagine gym,20.0,10,2,Somehow it was hard to imagine him in the gym.,Somehow it was hard to imagine him in the gym.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08875_L0229_E018.pt
S08875_L0242_E018,somehow it was hard to imagine him in the gym,some of them is hard to imagine them,30.0,10,3,Somehow it was hard to imagine him in the gym.,Somehow it was hard to imagine him in the gym.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08875_L0242_E018.pt
S08883_L0219_E018,i have no idea where he is,i have no idea where he is,100.0,7,7,I have no idea where he is.,I have no idea where he is.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08883_L0219_E018.pt
S08883_L0225_E018,i have no idea where he is,i have no idea where he is,100.0,7,7,I have no idea where he is.,I have no idea where he is.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08883_L0225_E018.pt
S08887_L0216_E018,but he'll get it first thing in the morning,,0.0,9,0,But you'll get to it first thing when you're ready.,But he'll get it first thing in the morning.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08887_L0216_E018.pt
S08889_L0222_E018,this was a real answer to prayer,this was real answer to prayer,85.7142857143,7,6,This was a real answer to prayer.,This was a real answer to prayer.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08889_L0222_E018.pt
S08890_L0243_E018,you are like children playing a game,you ,14.2857142857,7,1,You and my children playing again.,You are like children playing a game.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08890_L0243_E018.pt
S08891_L0219_E018,by then i also had my own bread,by then i also had my own brand,87.5,8,7,"By then, I also have my own bread.","By then, I also had my own bread.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08891_L0219_E018.pt
S08891_L0225_E018,by then i also had my own bread,by then i had my own bread,87.5,8,7,"By then, I also had my own bread.","By then, I also had my own bread.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08891_L0225_E018.pt
S08895_L0201_E018,there won't be another for an hour she cried,,0.0,9,0,,"There won't be another for an hour, she cried.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08895_L0201_E018.pt
S08897_L0231_E018,i don't think anyone should take any notice of them,i don't think anyone should take any notice of them ,100.0,10,10,I don't think anyone should take any notice of those.,I don't think anyone should take any notice of them.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08897_L0231_E018.pt
