signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,wcs,correct_words,transcript_clean,hidden_file
S08532_L0221_E018,the term mixed race is also inaccurate,the term mixed race is also inaccurate,100.0,7,7,The term nextres is also inaccurate.,71.42857142857143,the term is also inaccurate,The term mixed race is also inaccurate.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08532_L0221_E018.pt
S08537_L0218_E018,it will remain off the song sheet,remain of,14.2857142857,7,1,in the remain of the same sheet.,42.857142857142854,remain the sheet,It will remain off the sum sheet.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08537_L0218_E018.pt
S08537_L0221_E018,it will remain off the song sheet,it will remain off attention,57.1428571429,7,4,in the remain of the same sheet.,42.857142857142854,remain the sheet,It will remain off the sum sheet.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08537_L0221_E018.pt
S08540_L0224_E018,i bet you haven't any more than i did,i bet you,33.3333333333,9,3,I bet you haven't any more tonalities.,66.66666666666667,i bet you haven't any more,I bet you haven't any more than I did.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08540_L0224_E018.pt
S08546_L0225_E018,you had no intention of any such thing,you had no intention of doing any such thing,100.0,8,8,You've had no intention of any such thing.,87.5,had no intention of any such thing,You had no intention of any such thing.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08546_L0225_E018.pt
S08546_L0231_E018,you had no intention of any such thing,you had no intention of any such thing,100.0,8,8,You've had no intention of doing such thing.,75.0,had no intention of such thing,You had no intention of any such thing.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08546_L0231_E018.pt
S08554_L0216_E018,birth control however is a very controversial issue,birth control however is a very controversial issue,100.0,8,8,"Birth control, however, is a very controversial issue.",100.0,birth control however is a very controversial issue,"Birth control, however, is a very controversial issue.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08554_L0216_E018.pt
S08555_L0243_E018,he had his black chest out too,he had a black too,57.1428571429,7,4,He had his black chest out too.,100.0,he had his black chest out too,He had his black chest out too.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08555_L0243_E018.pt
S08561_L0229_E018,i predict that the car will crash,i predict that the,57.1428571429,7,4,I predict that the cone will crash.,85.71428571428571,i predict that the will crash,I predict that the car will crash.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08561_L0229_E018.pt
S08566_L0216_E018,there was an unkempt look about him,,0.0,7,0,There was no hint.,28.571428571428573,there was,There was an unkempt look about him.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08566_L0216_E018.pt
S08574_L0224_E018,he couldn't make any sense of it at all,he couldn't make any sense of it at all,100.0,9,9,He couldn't make any sense of it at all.,100.0,he couldn't make any sense of it at all,He couldn't make any sense of it at all.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08574_L0224_E018.pt
S08575_L0222_E018,his voice strained like a young stallion on a halter,,0.0,10,0,His voice strained like a young stallion on a halter.,100.0,his voice strained like a young stallion on a halter,His voice strained like a young stallion on a halter.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08575_L0222_E018.pt
S08576_L0218_E018,stay in the car if you don't mind,stay in the car if you don't mind,100.0,8,8,Stay in the car if you don't mind.,100.0,stay in the car if you don't mind,Stay in the car if you don't mind.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08576_L0218_E018.pt
S08578_L0209_E018,get out of my way at once,get out of my way at once,100.0,7,7,Get out of my way at once.,100.0,get out of my way at once,Get out of my way at once.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08578_L0209_E018.pt
S08582_L0200_E018,outside in the open air it was glorious,outside in the open air it was glorious,100.0,8,8,"Outside, in the open air, it was glorious.",100.0,outside in the open air it was glorious,"Outside, in the open air, it was glorious.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08582_L0200_E018.pt
S08590_L0209_E018,you must try not to let her worry,he was trying not to let her go,50.0,8,4,I must try not to let her run.,75.0,must try not to let her,You must try not to let her worry.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08590_L0209_E018.pt
S08594_L0236_E018,i can't keep my cool and he does rattle me,i can't keep my cool it does rattle me,80.0,10,8,I can't keep my porn and he does rattling me.,80.0,i can't keep my and he does me,I can't keep my cool and he does rattle me.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08594_L0236_E018.pt
S08606_L0239_E018,it has in fact a complete absence of energy,it has in fact a complete answer to energy,77.7777777778,9,7,It has in fact a complete absence of energy.,100.0,it has in fact a complete absence of energy,It has in fact a complete absence of energy.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08606_L0239_E018.pt
S08613_L0219_E018,he said the car came alongside me,alongside you,14.2857142857,7,1,"Mr. Decarco, the line is side view.",14.285714285714286,the,"He said, The car came alongside me.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08613_L0219_E018.pt
S08613_L0225_E018,he said the car came alongside me,the car came along beside me,57.1428571429,7,4,Is there a power pole in the left side of you?,14.285714285714286,the,"He said, The car came alongside me.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08613_L0225_E018.pt
S08614_L0216_E018,replace the paper and the lid and cook another hour,replace the on the lid and cook for another hour,80.0,10,8,Replace the paper and the lid and cook another hour.,100.0,replace the paper and the lid and cook another hour,Replace the paper and the lid and cook another hour.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08614_L0216_E018.pt
S08616_L0229_E018,it had been a long long day,see dead,0.0,7,0,"It's a dream come true, don't they?",14.285714285714286,a,"It had been a long, long day.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08616_L0229_E018.pt
S08616_L0242_E018,it had been a long long day,,0.0,7,0,"It's a dream come true, don't they?",14.285714285714286,a,"It had been a long, long day.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08616_L0242_E018.pt
S08625_L0219_E018,i'm not your enemy you can trust me,i'm not your enemy you can trust me,100.0,8,8,"I'm not your enemy, you can trust me.",100.0,i'm not your enemy you can trust me,"I'm not your enemy, you can trust me.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08625_L0219_E018.pt
S08627_L0217_E018,but there had to be something they could do,there had to be something they could do,88.8888888889,9,8,But there had to be something they could do.,100.0,but there had to be something they could do,But there had to be something they could do.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08627_L0217_E018.pt
S08628_L0215_E018,someone is going to be very disappointed,someone is going to be very disappointed ,100.0,7,7,Someone is going to be very disappointed.,100.0,someone is going to be very disappointed,Someone is going to be very disappointed.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08628_L0215_E018.pt
S08637_L0217_E018,this is the essence of the algorithm above,this is the essence of the algorithm above,100.0,8,8,This is the essence of the algorithm above.,100.0,this is the essence of the algorithm above,This is the essence of the algorithm above.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08637_L0217_E018.pt
S08645_L0222_E018,no one came on as a sub did they,no one came on as a sub did they,100.0,9,9,"No one came on as a sob, did they?",88.88888888888889,no one came on as a did they,No one came on as a sub did they?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08645_L0222_E018.pt
S08651_L0200_E018,there wouldn't be any room for us to be us,there wouldn't be any for us to be us,90.0,10,9,There wouldn't be any room for us to be us.,100.0,there wouldn't be any room for us to be us,There wouldn't be any room for us to be us.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08651_L0200_E018.pt
S08651_L0240_E018,there wouldn't be any room for us to be us,there wouldn't be any room for us to be us ,100.0,10,10,There wouldn't be any room for us to be us.,100.0,there wouldn't be any room for us to be us,There wouldn't be any room for us to be us.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08651_L0240_E018.pt
S08652_L0217_E018,you were late by half an hour this afternoon,you were late by half an hour this afternoon,100.0,9,9,You were late by half an hour this afternoon.,100.0,you were late by half an hour this afternoon,You were late by half an hour this afternoon.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08652_L0217_E018.pt
S08653_L0236_E018,attached was a note giving his name,attached was a note giving his name,100.0,7,7,Attached was a note giving his name.,100.0,attached was a note giving his name,Attached was a note giving his name.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08653_L0236_E018.pt
S08658_L0229_E018,inevitably novelty is confused with genuine innovation,inevitably confused with,42.8571428571,7,3,"Inevitably, novelty is confused with genuine innovation.",100.0,inevitably novelty is confused with genuine innovation,"Inevitably, novelty is confused with genuine innovation.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08658_L0229_E018.pt
S08658_L0242_E018,inevitably novelty is confused with genuine innovation,inevitably,14.2857142857,7,1,"Inevitably, novelty is confused with genuine innovation.",100.0,inevitably novelty is confused with genuine innovation,"Inevitably, novelty is confused with genuine innovation.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08658_L0242_E018.pt
S08660_L0236_E018,now that has all been sunk without trace,now that has all been said without choice,75.0,8,6,Now that has all been sung without trace.,87.5,now that has all been without trace,Now that has all been sunk without trace.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08660_L0236_E018.pt
